rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5,Excellent if You Love Looking for Deals,"I really, really enjoy this magazine. So much so that I opted to extend my subscription for 3 more years. It's filled with great advice on how to save money, little lifestyle tips (focusing on tips from real people and real families), and if you are an avid coupon clipper the magazine will pay for itself because there's always lots of coupons included.",[],B000W3MB5M,B000W3MB5M,AF3I5VHFNDTD3CUFMEPULGWMAMKA,2011-02-10 14:51:37.000,0,False
5,everyday with Rachael Ray,Great magazine.  Lots of good recipes that are easy and Yum.,[],B000FTJ7JQ,B000FTJ7JQ,AES64NEMPYRENBT6PGCOYYBVDSWQ,2015-06-16 17:22:41.000,0,True
5,Good magozine,I got. This Magizime for many  yeats,[],B01IAIX74Y,B01IAIX74Y,AETAH6GK4TSOTHIVPBFPYZMIQRRA,2022-01-10 20:26:59.925,0,True
5,Great magizine,This is a great magazine for cat lovers. I n have 4cats.I pass the magazine on to the little girl next door who just got her first cat.,[],B01FV50UIK,B01FV50UIK,AETAH6GK4TSOTHIVPBFPYZMIQRRA,2021-12-21 19:16:22.641,0,True
5,Five Stars,AAA+++,[],B002PXVYEQ,B002PXVYEQ,AHWAIBCVNSK4HAJFE5DNRP636L2A,2016-02-18 23:26:28.000,0,True
5,Great articles and teaching moves for both beginners and advance yogis,"I have subscribed to this great magazines since 29007, and I am always astounded by the great spiritual articles, the mantras, meditations, anatomy dissections, the beginners programs and the advanced practices.  I am always learning and I have decided to scan some of my favorite articles as keepers to read again or pass onto people who may need some independent perspectives on life.<br /><br />As a little yogi, you know it is not all about feeding the physical strength, but the mind and spirit have to be engaged as well.  As a kundalini yogi, I find the articles are just as applicable to my practice.  One of the few magazines that really provide the depth that I am looking for even though the advertising can be a little annoying sometimes when I am trying to cut some of the articles for prosperity.",[],B001C4Q06G,B001C4Q06G,AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,2010-02-23 03:39:26.000,2,True
1,No Thanks,The copies I received did not even look like real magazines. They looked like promotional magazine samples. Mostly ads. Very little content.,[],B01LY3VKMY,B01LY3VKMY,AEICZD35OTDYVWA2KPYWN4PDZ2SA,2018-04-01 01:37:02.444,4,True
1,No Thanks,The magazine that arrived felt like a very cheap version. It didn’t look at all like a regular magazine. It looked like a sample or something. Very little actual content. Most of the magazine is ads. Even the little content there is felt like an ad.,[],B01LZQEACQ,B01LZQEACQ,AEICZD35OTDYVWA2KPYWN4PDZ2SA,2018-03-31 19:32:47.175,70,True
2,"Some Decent Content, but drowned out in Advertisements","We were looking for a magazine for our 4 year old that would allow him to discover new things and let us expose him to the amazing things around him.  National Geographic for Kids sounded perfect.<br /><br />Unfortunately, the magazine turned out to be filled with advertisements and non-educational articles.  At least once per issue, a story is dedicated to an children's movie.  Also, there are lots of ads for video games, many of which contain violent content (just a warning if you are trying to keep your kids away from violent video games).<br /><br />In the end, the magazine seemed more like Saturday morning TV rather than a PBS nature show, which is what we were expecting.  The potential is there, but in all honesty, I think we get more out of flipping through a National Geographic with our son, then we do flipping through a National Geographick Kids.<br /><br />Ranger Rick, Big Backyard are better choices, although they are wildlife/nature specific.  It would be nice if National Geographic really could make a children's version of their adult magazine, keep the substance and throw out the garbage.",[],B000063XJL,B000063XJL,AGLQQCIS5V6EGUCS5SSNHWZHQM6Q,2005-09-20 02:39:18.000,69,False
5,"If you have any interest in Alaska, subsribe to this magazine","Each month I read this magazine cover to cover.  Ten years ago, I fell in love with Alaska on my ""once in a lifetime"" trip.  Now I am on my 12th visit to the state and hope to find a way to continue visiting.  This magazine helps me make it to the next trip and gives me more and more ideas about what to do when I am in the state.<br /><br />The magazine is  great collection of fiction, shorts and feature stories that truly let you know what it is like to live in Alaska.  It's as close as an out of stater can come to being a resident.<br /><br />As well as good writing, each issue brings tons of beautiful images.  If you know someone who is planning on visiting Alaska, think about getting them a gift subscription to Alaska magazine.  I can guarantee they will appreciate it.  Just be careful,  Alaska is as adictive as nicotine.",[],B00005Q7DJ,B00005Q7DJ,AGLQQCIS5V6EGUCS5SSNHWZHQM6Q,2005-09-20 02:30:34.000,10,False
5,I love it,I love it,[],B0037STB02,B0037STB02,AHBIEPRTTYN6PDTDNDIQJKKETJIQ,2017-05-14 17:54:22.000,0,True
5,Motocross Action,My boyfriend absolutely loves this magazine! It's about the only thing he actually reads. There are plenty of high quality pictures so even I find it interesting. I would highly reccommend it!,[],B00006KOL8,B00006KOL8,AEQ7Y56NEUZTFG2QJYQ4T32EIUZA,2007-12-03 16:28:41.000,2,True
5,A terrific value,There is something in each edition of the magazine for everyone in the family.  I look forward to receiving it each month.,[],B0032KHQTS,B0032KHQTS,AEKAQ5SHLEIE44SA3WXLLKD4RJVA,2020-11-11 21:20:04.446,0,True
5,Terrific Value,I read every issue of The New York.  I am getting it weekly for a total of only $5.00.  This is the best magazine value out there.,[],B06XWB4X41,B06XWB4X41,AEKAQ5SHLEIE44SA3WXLLKD4RJVA,2020-07-12 21:20:33.136,2,True
4,This is a beautiful magazine,"This is a beautiful magazine just a bit too modern for me. Most of the designs are for large, really expensive homes.",[],B001U5SPHO,B001U5SPHO,AHCDZ4OXU7U4AWYCAK2674R3NYVQ,2019-10-23 16:19:39.105,0,True
5,Helpful articles,Full of helpful and interesting articles.,[],B000H4W7VY,B000H4W7VY,AHCDZ4OXU7U4AWYCAK2674R3NYVQ,2014-12-22 18:08:17.000,2,True
4,Classic,A timeless classic.,[],B004GVZUUY,B004GVZUUY,AFE454TBPJXVP55M6STLR6R5664A,2021-06-06 20:11:22.043,0,True
5,Five Stars,Love it!,[],B002PXW26A,B002PXW26A,AFXFEXKD2XNGFLVJ2MMAXNYJSDAQ,2015-09-02 21:59:29.000,0,True
5,I love this magazine,I love this magazine.  It is expensive but worth it.  I have been getting it for a year now and love every issue.  Have made a lot of things from them.  Very easy instructions and great ideas.  It is the only magazine I get now.,[],B00FP5A13G,B00FP5A13G,AE2JU3MEWV5JD7DLS5RLWRQK2OQQ,2014-07-09 17:00:28.000,7,True
5,SO Happy To Receive TV Guide Again!,"I love TV Guide and have always been a huge fan.  I was a subscriber years ago but wound up canceling due to the TV show schedule the cable company provides right on the TV. Seemed like a waste of money to subscribe to TV Guide when I could just take a look at the schedule chart right on the TV for free.  But I missed TV Guide and when I spotted a one year subscription  for both print and Kindle for only $20, I couldn't resist and subscribed once again.  I've now received my first issue and I'm thrilled. I really have missed this magazine. Yes, I can see the same TV show schedule right on the TV but I like having the paper magazine by my side to check out the schedule and I especially LOVE to read the articles and look over the TV show rating results.  And, of course, the crossword puzzle! SO happy to have my weekly crossword puzzle back! I do love my Kindle and use it all the time. I like that I have TV Guide access there but I definitely prefer having the actual magazine in my hand to hold and read.  If you are a fan of television, I cannot recommend TV Guide enough.  Definitely a 'must have' for TV watchers and the price can't be beat!",[],B003N3QRFI,B003N3QRFI,AGAM2CCKV52HI4YZU7ASZTSXA7YQ,2020-11-21 21:37:36.996,3,True
5,Five Stars,I enjoy reading O,[],B00079RO7G,B00079RO7G,AE2VZF52AHYFDF3RAWZ67QHLYLRA,2016-08-03 15:05:51.000,0,False
5,Perfect in every way,Perfect in every way,[],B0029XHGVC,B0029XHGVC,AF6AK5OVE22L55JHPJZITX5SFAUQ,2019-11-12 19:50:00.405,0,True
5,Great product,Great product,[],B0029XHGSK,B0029XHGSK,AF6AK5OVE22L55JHPJZITX5SFAUQ,2019-11-12 19:40:47.727,0,True
5,Beautiful magazine,"I'm enjoying the BIRDS & BLOOMS a lot.  Working on landscaping for attracting birds, hummingbirds, and butterflies.",[],B0061SHL16,B0061SHL16,AEPEQWZ3XSLBKE6RSCNKXGO6YN3A,2019-04-19 02:29:18.649,0,True
5,Five Stars,Have to ask my son.,[],B002PXVYUU,B002PXVYUU,AEAW3I4OQJJNGEUOTWPSTNF4NQYQ,2018-01-13 21:20:01.934,0,True
5,My favorite beauty mag!,"Great for keeping ahead of the masses concerning new and great beauty products. They have fashion stuff in there too, but I have my own style and just kind of skim over those parts. But I love the beauty product reviews, advice and sneak peeks. Good selection of samples tucked in every month.",[],B00F8LWD6U,B00F8LWD6U,AERBGR3GPGZ4IJMR3C2SYO64PVLQ,2015-02-01 21:09:23.000,5,True
1,Getting the magazine,I few years ago. I ordered this magazine. The same thing that happened before is happening again. No Magazine. I won't do this again. And I really liked it.,[],B002VB3X96,B002VB3X96,AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,2020-10-23 07:12:03.948,2,True
5,Great price,Awesome magazine,[],B002PXVYO6,B002PXVYO6,AEZTSZFWI6C6GOUJ2LIH47YFC4AA,2019-04-12 23:30:37.217,0,True
5,If you are an inner city gardener this magazine is for you,Bought it as a Father's Day gift for my stepfather and I am renewing it as a Christmas gift.  He absolutely loves it.  All the years he's been married to my Mom he always had a vegetable / herb garden even when we had very small back yards.  As he tended his garden a few days ago he asked how many more issues would he receeive because he likes the magazine so much. I am going to look into getting him some back issues.,[],B0047ERVHA,B0047ERVHA,AFQW7QX2DREMFPK5WSMQKG27UOQA,2014-08-22 21:36:51.000,0,False
1,Not a What You Think,"I am a Vietnsm Veteran and at this stage of life I wanted a magazine that reflected things that I grew up through; those changes that seem so common. I guess I was looking for a magazine that reflected the past like Ctacker Barrel does in their restaurants. This is full of short comments from senders, very little photos or reflections from our past and nothing to sit and show my kids that this was my life. This will give you a heads up. I just wanted to remember something of the past beside Vietnam, Riots etc. That washing machine. That television. The grocery store. The simple life","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810cECCyx8L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810cECCyx8L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/810cECCyx8L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/816qTW0ld-L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/816qTW0ld-L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/816qTW0ld-L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SpAtb4s0L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SpAtb4s0L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81SpAtb4s0L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81UTR3z60ML._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81UTR3z60ML._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81UTR3z60ML.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cJsx5XWlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cJsx5XWlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cJsx5XWlL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81mnfu0JdGL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81mnfu0JdGL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81mnfu0JdGL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wxMjrsY6L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wxMjrsY6L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81wxMjrsY6L.jpg', 'attachment_type': 'IMAGE'}]",B0061SHL02,B0061SHL02,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,2016-05-14 17:36:27.000,596,True
5,Excellent,"My oldest son, a college grad in journalism. Love poetry and loves this magazine. So I rated it based on his satisfaction which is a 5-star of excellence and diversity. Takes a while for the subscription to kick in but in the end it is worth it. Hard to find good publications in this area of interest so if you love poetry this may be worth a try",[],B00006KT0A,B00006KT0A,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,2016-04-19 03:59:29.000,10,True
5,Relaxation and comfort at your fingers,"I have purchased this as gifts for some time. It is only published 3-4 times a year but the contents are excellent! For those looking to sit with a magazine and relax and learn how to be healthier, reduce stress and live a better life I recommend this journal subscription.",[],B00006LDIH,B00006LDIH,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,2013-08-19 17:51:02.000,1,True
5,Wild West magazine,I order it for my brother and he loves it. I have never read it. Marlene Nelson,[],B00005N7VL,B00005N7VL,AGVGIZWQAEFXMES5GGQBTMNNESXQ,2009-06-27 14:08:05.000,0,False
5,High quality magazine and a refreshing look at styles.,A refreshingly nice magazine with more ideas than advertising!  Also good ads.  A nice change from the ones I have been subscribing to for so many years.  Excellent quality and nothing online can top the feel of a good magazine held in your hand!,[],B0714C2W8M,B0714C2W8M,AGG2NB2RZZ42ZAKKZBEMTU35D53Q,2018-03-02 13:55:58.341,20,True
5,Great magazine,This was a gift that was well received and made the recipient very happy!,[],B00006KPSH,B00006KPSH,AGG2NB2RZZ42ZAKKZBEMTU35D53Q,2015-06-04 23:15:19.000,0,True
2,New yorker,Don't read it,[],B01AAQYXD8,B01AAQYXD8,AETTGDSJDM554ISAC6U5N3WIZQ6A,2016-12-20 16:03:55.000,0,True
5,Good info,Have liked for several years,[],B002PXW0EY,B002PXW0EY,AFMO5FNLPZY3U3LOVLUVG3TCGAIQ,2015-05-05 14:18:36.000,0,True
4,New Mexico Travel and Culture,"I like magazines that emphasize travel and culture. I like them even more when they focus not just on the popular tourist spots, but also on lesser- known travel gems that can be found in every state in the nation. A magazine that fulfills my wishes is New Mexico Magazine.<br /><br />With this monthly publication, you get a rundown of the events, the places, the people, the art, and the food that make New Mexico unique. The photography is eye- catching and there is a good mixture of articles relating to natural attractions vs man- made points of interest and events, as well as a good number of articles dedicated to well-known and not well- known attractions.<br /><br />The layout of this publication is good and I like the state map in the front that shows the locations of the featured destinations in each issue. There are monthly sections for art and food, the latter of which includes recipes so that you can create authentic New Mexican food right at home. For a touch of humor, turn near the end of the issue and enjoy the monthly feature called One of Our 50 is Missing. It has short, funny stories of New Mexicans who discover that much of the rest of United States is apparently unaware that New Mexico is a U.S. state.<br /><br />It's fun to learn about places to go and people to meet. New Mexico has much to offer in terms of natural scenery, great food and culture, and friendly folks. New Mexico Magazine brings it all together for you, in each monthly issue. A few less ads would be cool, but this is still a very good publication for learning more about New Mexico and for planning your next visit.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51QwRWJtw-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51QwRWJtw-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51QwRWJtw-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/618XVU-etGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/618XVU-etGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/618XVU-etGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00006KPSH,B00006KPSH,AFERCDY2EFJKT7QUQ75GISNHTFOQ,2022-03-25 18:23:30.565,0,False
4,Get Your Dose of Political Discussion with The Nation,"Politics can make for some entertaining and lively conversation. In recent years in particular, political talk has been livelier than ever, but it has also turned ugly and the once civil discourse between dissenting views has become more opinionated and even personal. One magazine that fits in very well with these times of political polarization is The Nation<br /><br />The Nation is a magazine that is all about political issues from a decidedly left- leaning perspective. No matter what the issue, The Nation takes a progressive position that seeks to bring about change in order to benefit the largest number of people - at least, in the minds of its writers. Whether the topic is gun control, taxing the wealthy, improving health care, or expanding government benefits, The Nation’s position is frank and always takes a leftward slant.<br /><br />I read a few different political magazines and have found some of them good, even if I don’t necessarily agree with every position they take.  With The Nation, the formula is similar to that of other political magazines but one difference I have noticed is that The Nation seems a little more extreme and angrier than the others of its ilk. The articles sometimes voice a sense of irritation, like the writers just cannot believe what is going on around them and why Americans have not wised up and smelled the dead rat in front of them. Yes, there are some articles like this in the other political publications, but the Nation really lets its irritation shine through.<br /><br />This is not to say that The Nation is completely without any good articles. It does hit the nail on the head with several of them, like ones promoting church/state separation, civil rights, and other topics. The writers do manage to make some very compelling, articulate points. The articles that voice irritation can sometimes twist reasoning and logic, but these social issue articles often make good sense and the writers seem to know the topics well. Yes, they are biased but that is precisely what a magazine like this is all about: Promoting a specific point of view from one side of the issue, completing ignoring most or all counter viewpoints.<br /><br />I like reading political magazines even if I don’t agree with everything they say. The Nation has some articles that are difficult to stomach, but it has others that offer some good insights into the important issues of the day from an alternative but always left- leaning perspective. Even if you are a dyed in the wool conservative, there are still some important things to learn from the opposition and The Nation provides everything you would ever want to know about education, the economy, foreign policy, civil rights and more from a distinctly leftward point of view.",[],B00XZF1JUM,B00XZF1JUM,AFERCDY2EFJKT7QUQ75GISNHTFOQ,2019-06-27 01:57:56.336,3,False
4,America's National Parks Need Our Protection,"America has many great wonderlands and its system of National Parks, National Preserves, Seashores, Monuments, Memorials, etc., is the most developed in the world. The many great scenic and historical preservations are spotlighted in this publication, National Parks Magazine, the magazine of the National Parks Conservation Association.<br /><br />National Parks Magazine is published quarterly and can be counted on for about three featured articles and standard departments. The magazine aims to keep its supporters and others informed about the challenges, success stories, and various concerns surrounding the different units of the National Park service.<br /><br />This magazine is published by a non- profit organization that is focused on conservation and because of that fact, the issues tend to talk mainly about the many problems that plague the parks and what needs to be done to correct them. The NPCA likes to talk about its own efforts and successes in this magazine, but it is also quick to point out when more work needs to be done.  Other readings in each issue sometimes venture into informative or educational articles. The informative articles are the type one would expect in a publication such as this. They feature a specific National Park, National River, etc., and then take the reader on a journey throughout the park unit, filling the reader in on the important things to know if planning a visit. The educational articles are often about animals and present facts that make the animal unique and worth conserving.<br /><br />National Parks Magazine is a very nice, well- written and informative read and there are very few advertisements. America has some amazing National Parks, National Monuments, and other nationally designated sites and National Parks Magazine does a nice job bringing the different units into your life through its quarterly reporting. It would be cool if the magazine talked more about visiting the parks and what they offer, but you have to keep in mind that this magazine is tied to a non- profit organization that is focused on conservation and because of this, the writings ten to be geared in an activist direction. Remember this before you decide to subscribe and enjoy your issues of National Parks Magazine.",[],B00006KP86,B00006KP86,AFERCDY2EFJKT7QUQ75GISNHTFOQ,2019-06-12 01:40:17.546,4,False
5,Learn About Our Past with American Archaeology,"Published by the Archaeological Conservancy, American Archaeology is a quarterly publication that summarizes many of the important happenings in the world of archaeology around the United States. The magazine talks about ancient cultures and ways of life as we interpret them today based on recent archaeological findings.<br /><br />I’m a supporter of the Archaeological Conservancy and one of the benefits of supporting this non- profit organization is that you get a subscription to this magazine with your membership. And it is certainly worth the money, as this is easily one of the best magazines of its kind or any kind. The articles help you get in touch with ancient peoples, understand their way of life, and discover what drove Native Americans and others to live the way they lived.<br /><br />This publication isn’t strictly about the United States. It does venture into other areas of the continent from time to time and it doesn’t always resort to ancient times for its inspiration. Some of the articles are based on happenings from the more recent past- sometimes, only a hundred or so years ago. It shows that any piece of history, ancient or not, can still be worthy of an archaeological discovery.<br /><br />American Archaeology is a well- edited magazine and one thing many readers will greatly appreciate is the lack of advertising. Other than a few small ads near the beginning and end of each issue, the rest of the magazine is advertisement free. And even the few ads that exist are not bad at all, for the simple fact that they feature relevant services, usually seminars and excursions focused on archaeology.<br /><br />Learning about the past and preserving historic sites, structures, burial mounds, etc. is an important way to discover more about who we are as people. American Archaeology is an excellent publication for those who want to tap into our heritage and learn more ways how we can preserve and interpret these important remnants of human history. It’s one of my favorite magazines and I recommend it to anyone with an interest in this subject.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/613ysz4j6EL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/613ysz4j6EL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/613ysz4j6EL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00006K32H,B00006K32H,AFERCDY2EFJKT7QUQ75GISNHTFOQ,2018-10-08 02:57:45.998,3,False
